codProp;nomeProp;dataVotacao
485758;MPV 511/2010;06/04/2011
485758;MPV 511/2010;06/04/2011
487868;MPV 512/2010;13/04/2011
487868;MPV 512/2010;13/04/2011
487966;MPV 513/2010;26/04/2011
488582;REQ 7537/2010 => PL 1876/1999;03/05/2011
488607;MPV 514/2010;27/04/2011
490375;MPV 517/2010;18/05/2011
490375;MPV 517/2010;25/05/2011
490375;MPV 517/2010;25/05/2011
490375;MPV 517/2010;25/05/2011
490387;MPV 521/2010;10/05/2011
491872;PL 382/2011;16/02/2011
491872;PL 382/2011;16/02/2011
491872;PL 382/2011;17/02/2011
491963;REQ 343/2011 => PDC 2600/2010;06/04/2011
491974;REQ 349/2011 => PL 382/2011;15/02/2011
495215;REP 1/2011;30/08/2011
495378;MPV 527/2011;15/06/2011
495378;MPV 527/2011;15/06/2011
495378;MPV 527/2011;15/06/2011
495378;MPV 527/2011;28/06/2011
495378;MPV 527/2011;28/06/2011
495378;MPV 527/2011;28/06/2011
495378;MPV 527/2011;28/06/2011
495378;MPV 527/2011;28/06/2011
496290;MPV 528/2011;05/07/2011
496290;MPV 528/2011;05/07/2011
497616;PDC 47/2011;01/09/2011
499323;MPV 530/2011;03/08/2011
499323;MPV 530/2011;03/08/2011
499323;MPV 530/2011;03/08/2011
500056;MPV 532/2011;16/08/2011
500056;MPV 532/2011;17/08/2011
500056;MPV 532/2011;17/08/2011
500056;MPV 532/2011;17/08/2011
500056;MPV 532/2011;23/08/2011
500056;MPV 532/2011;23/08/2011
500079;PL 1209/2011;31/08/2011
500380;REQ 1548/2011 => PL 7376/2010;21/09/2011
501560;MPV 533/2011;24/08/2011
501560;MPV 533/2011;24/08/2011
501821;PDC 220/2011;11/10/2011
501821;PDC 220/2011;27/10/2011
501821;PDC 220/2011;01/11/2011
507762;REQ 2086/2011;08/06/2011
511029;PL 1749/2011;20/09/2011
513172;MPV 539/2011;05/10/2011
513496;PEC 61/2011;08/11/2011
513496;PEC 61/2011;08/11/2011
513496;PEC 61/2011;08/11/2011
513496;PEC 61/2011;08/11/2011
513496;PEC 61/2011;09/11/2011
513496;PEC 61/2011;09/11/2011
513496;PEC 61/2011;09/11/2011
513496;PEC 61/2011;09/11/2011
513496;PEC 61/2011;09/11/2011
513496;PEC 61/2011;09/11/2011
513496;PEC 61/2011;09/11/2011
513496;PEC 61/2011;09/11/2011
513496;PEC 61/2011;09/11/2011
513496;PEC 61/2011;09/11/2011
513496;PEC 61/2011;09/11/2011
513496;PEC 61/2011;22/11/2011
513496;PEC 61/2011;22/11/2011
513496;PEC 61/2011;22/11/2011
513496;PEC 61/2011;22/11/2011
513496;PEC 61/2011;22/11/2011
513496;PEC 61/2011;22/11/2011
513496;PEC 61/2011;22/11/2011
513496;PEC 61/2011;22/11/2011
513512;MPV 540/2011;26/10/2011
513514;MPV 541/2011;19/10/2011
514832;REQ 2714/2011;23/08/2011
515433;PLP 87/2011;31/08/2011
525391;REC 92/2011 => RIC 693/2011;23/11/2011
17338;PL 1876/1999;25/04/2012
17338;PL 1876/1999;25/04/2012
34462;PL 5403/2001;20/11/2012
36162;PEC 438/2001;22/05/2012
131591;PEC 153/2003;27/03/2012
131591;PEC 153/2003;10/04/2012
274311;PLP 230/2004;18/04/2012
290677;PEC 416/2005;30/05/2012
290677;PEC 416/2005;26/06/2012
304008;PEC 471/2005;15/05/2012
325847;PLP 362/2006;29/05/2012
343615;PL 301/2007;20/03/2012
366851;PL 1992/2007;28/02/2012
366851;PL 1992/2007;29/02/2012
366851;PL 1992/2007;29/02/2012
366851;PL 1992/2007;29/02/2012
401376;PEC 270/2008;14/02/2012
435878;PL 5279/2009;20/03/2012
463268;PEC 445/2009;06/03/2012
473496;PEC 478/2010;21/11/2012
473496;PEC 478/2010;04/12/2012
479328;PLP 579/2010;31/10/2012
494004;PL 643/2011;13/06/2012
496725;PL 865/2011;07/11/2012
497188;REQ 1134/2011 => PL 865/2011;07/11/2012
508967;REQ 2130/2011 => PLP 579/2010;31/10/2012
520245;PL 2330/2011;21/03/2012
520245;PL 2330/2011;28/03/2012
520245;PL 2330/2011;28/03/2012
524645;PL 2565/2011;06/11/2012
524645;PL 2565/2011;06/11/2012
524645;PL 2565/2011;06/11/2012
527723;MPV 549/2011;10/04/2012
527728;MPV 550/2011;14/03/2012
528091;PDC 514/2011;16/05/2012
528165;MPV 551/2011;11/04/2012
528165;MPV 551/2011;11/04/2012
529011;PL 2793/2011;07/11/2012
529884;PLP 114/2011;21/11/2012
533505;MPV 554/2011;09/05/2012
533535;MPV 558/2012;15/05/2012
535959;MPV 559/2012;05/06/2012
535959;MPV 559/2012;12/06/2012
535959;MPV 559/2012;12/06/2012
535959;MPV 559/2012;12/06/2012
536066;REQ 4504/2012 => PL 2330/2011;07/03/2012
536551;REQ 12/2012 CDHM;12/12/2012
536551;REQ 12/2012 CDHM;12/12/2012
537339;REQ 4636/2012 => PL 2565/2011;27/06/2012
537339;REQ 4636/2012 => PL 2565/2011;06/11/2012
540142;MPV 563/2012;11/07/2012
540142;MPV 563/2012;11/07/2012
540142;MPV 563/2012;11/07/2012
540142;MPV 563/2012;11/07/2012
540142;MPV 563/2012;12/07/2012
540142;MPV 563/2012;16/07/2012
540142;MPV 563/2012;16/07/2012
540560;REQ 12/2012 PL212611 => PL 2126/2011;12/12/2012
540560;REQ 12/2012 PL212611 => PL 2126/2011;12/12/2012
541002;REQ 12/2012 PL157211;12/12/2012
541002;REQ 12/2012 PL157211;12/12/2012
541149;REQ 12/2012 CPITRAES;12/12/2012
541149;REQ 12/2012 CPITRAES;12/12/2012
541303;REQ 12/2012 CPICRIAN;12/12/2012
541303;REQ 12/2012 CPICRIAN;12/12/2012
542431;MPV 566/2012;03/07/2012
542431;MPV 566/2012;03/07/2012
542431;MPV 566/2012;03/07/2012
543448;MPV 567/2012;04/07/2012
543448;MPV 567/2012;04/07/2012
543448;MPV 567/2012;04/07/2012
544136;PL 3839/2012;22/05/2012
544355;REQ 12/2012 PEC03711 => PEC 37/2011;12/12/2012
544355;REQ 12/2012 PEC03711 => PEC 37/2011;12/12/2012
544411;REQ 12/2012 CPITRAPE;12/12/2012
544411;REQ 12/2012 CPITRAPE;12/12/2012
544463;MPV 570/2012;04/09/2012
545925;MPV 571/2012;05/09/2012
545925;MPV 571/2012;18/09/2012
545925;MPV 571/2012;18/09/2012
548345;REQ 12/2012 CEENSI;12/12/2012
548345;REQ 12/2012 CEENSI;12/12/2012
549909;MPV 574/2012;30/10/2012
549909;MPV 574/2012;31/10/2012
549909;MPV 574/2012;31/10/2012
552689;MPV 575/2012;20/11/2012
553247;MPV 576/2012;13/11/2012
553256;REQ 12/2012 PL355504 => PL 3555/2004;12/12/2012
553256;REQ 12/2012 PL355504 => PL 3555/2004;12/12/2012
554412;REQ 6062/2012 => PL 2154/2011;04/12/2012
555727;MPV 579/2012;12/12/2012
555727;MPV 579/2012;12/12/2012
555727;MPV 579/2012;18/12/2012
555727;MPV 579/2012;18/12/2012
555993;REQ 6135/2012 => PL 4367/2012;28/11/2012
561593;REQ 6460/2012 => PL 2205/2011;28/11/2012
561594;REQ 6461/2012 => PL 4365/2012;28/11/2012
14245;PEC 3/1999;09/04/2013
28376;PEC 349/2001;03/09/2013
54307;PEC 544/2002;13/03/2013
54307;PEC 544/2002;13/03/2013
54307;PEC 544/2002;03/04/2013
271219;PL 4529/2004;09/07/2013
293027;PLP 277/2005;17/04/2013
302638;PL 6025/2005;05/11/2013
332451;PEC 565/2006;13/08/2013
332451;PEC 565/2006;13/08/2013
332451;PEC 565/2006;27/08/2013
334331;PL 7495/2006;23/10/2013
343930;PL 323/2007;10/07/2013
343930;PL 323/2007;10/07/2013
347880;PL 708/2007;02/04/2013
377011;PEC 190/2007;07/08/2013
377011;PEC 190/2007;25/09/2013
377011;PEC 190/2007;29/10/2013
412854;PLP 416/2008;04/06/2013
412854;PLP 416/2008;04/06/2013
412854;PLP 416/2008;04/06/2013
412854;PLP 416/2008;04/06/2013
412854;PLP 416/2008;04/06/2013
412854;PLP 416/2008;04/06/2013
422002;PDC 1351/2008;04/04/2013
436536;PEC 368/2009;03/12/2013
436536;PEC 368/2009;11/12/2013
483808;PL 7663/2010;22/05/2013
483808;PL 7663/2010;22/05/2013
507965;PEC 37/2011;25/06/2013
512308;PEC 55/2011;11/12/2013
512308;PEC 55/2011;11/12/2013
522343;PEC 90/2011;04/12/2013
522343;PEC 90/2011;04/12/2013
522343;PEC 90/2011;04/12/2013
522363;PDC 471/2011;28/02/2013
527704;PEC 111/2011;06/03/2013
527704;PEC 111/2011;06/03/2013
537784;PL 3471/2012;24/09/2013
538366;PDC 549/2012;27/02/2013
553112;PLP 200/2012;21/05/2013
553112;PLP 200/2012;03/07/2013
553168;PEC 207/2012;03/07/2013
553168;PEC 207/2012;16/07/2013
553474;REQ 5941/2012 => PLP 416/2008;07/05/2013
555286;PLN 24/2012 CN;12/03/2013
556261;PL 4470/2012;17/04/2013
556261;PL 4470/2012;17/04/2013
556261;PL 4470/2012;17/04/2013
556261;PL 4470/2012;17/04/2013
556261;PL 4470/2012;17/04/2013
556261;PL 4470/2012;17/04/2013
556261;PL 4470/2012;17/04/2013
556261;PL 4470/2012;23/04/2013
556332;MPV 582/2012;20/02/2013
556590;REQ 6166/2012 => PL 4470/2012;10/04/2013
559275;MPV 586/2012;26/02/2013
559275;MPV 586/2012;26/02/2013
559465;MPV 587/2012;19/03/2013
559706;MPV 589/2012;09/04/2013
562466;MPV 593/2012;08/05/2013
562615;MPV 595/2012;08/05/2013
562615;MPV 595/2012;14/05/2013
562615;MPV 595/2012;14/05/2013
562615;MPV 595/2012;14/05/2013
562615;MPV 595/2012;14/05/2013
562615;MPV 595/2012;14/05/2013
562615;MPV 595/2012;15/05/2013
562615;MPV 595/2012;15/05/2013
562615;MPV 595/2012;15/05/2013
562615;MPV 595/2012;15/05/2013
562615;MPV 595/2012;15/05/2013
562615;MPV 595/2012;15/05/2013
562615;MPV 595/2012;15/05/2013
562615;MPV 595/2012;15/05/2013
562615;MPV 595/2012;15/05/2013
562615;MPV 595/2012;15/05/2013
562615;MPV 595/2012;15/05/2013
562615;MPV 595/2012;16/05/2013
562615;MPV 595/2012;16/05/2013
562615;MPV 595/2012;16/05/2013
562615;MPV 595/2012;16/05/2013
564113;PL 4904/2012;20/03/2013
564113;PL 4904/2012;11/04/2013
564453;MPV 597/2012;21/05/2013
564520;MPV 600/2012;21/05/2013
564521;MPV 601/2012;27/05/2013
564521;MPV 601/2012;28/05/2013
564522;MPV 602/2012;23/04/2013
564525;PLP 238/2013;22/10/2013
564525;PLP 238/2013;23/10/2013
564525;PLP 238/2013;23/10/2013
564525;PLP 238/2013;23/10/2013
564525;PLP 238/2013;23/10/2013
564525;PLP 238/2013;23/10/2013
564548;MPV 605/2013;28/05/2013
564994;REQ 8/2013 CEXSANTA;10/07/2013
565319;REQ 6786/2013;20/02/2013
566047;MPV 608/2013;12/06/2013
566077;REQ 8/2013 PEC20712;10/07/2013
566744;REQ 6947/2013 => PL 7663/2010;12/03/2013
566891;MPV 609/2013;11/06/2013
566891;MPV 609/2013;11/06/2013
566891;MPV 609/2013;11/06/2013
567171;REQ 8/2013 CDHM;10/07/2013
568157;REQ 8/2013 CCULT;10/07/2013
568421;PRC 178/2013;20/03/2013
568421;PRC 178/2013;20/03/2013
568421;PRC 178/2013;20/03/2013
568421;PRC 178/2013;20/03/2013
568421;PRC 178/2013;10/04/2013
568515;REQ 7126/2013 => PRC 178/2013;20/03/2013
569181;REQ 7252/2013 => PL 6903/2006;26/03/2013
569182;REQ 7253/2013 => PL 2592/2007;24/04/2013
569326;REQ 8/2013 PEC50610 => PEC 506/2010;10/07/2013
569538;REQ 8/2013 CEMOTOR;10/07/2013
569919;REQ 8/2013 CEESTA;10/07/2013
571564;REQ 7494/2013 => PL 4470/2012;16/04/2013
571752;PDC 824/2013;17/07/2013
573367;REQ 8/2013 CESAUDE;10/07/2013
573508;PLP 266/2013;12/06/2013
573508;PLP 266/2013;12/06/2013
573508;PLP 266/2013;12/06/2013
573516;REQ 7595/2013 => PLP 92/2007;12/06/2013
575516;REQ 8/2013 PL217711;10/07/2013
576000;MPV 613/2013;21/08/2013
576615;REQ 8/2013 PEC56506 => PEC 565/2006;10/07/2013
576895;REQ 7772/2013 => PLP 200/2012;21/05/2013
577881;REQ 7829/2013 => PLP 271/2005;22/05/2013
579713;REQ 7926/2013;11/06/2013
579869;MPV 618/2013;18/09/2013
580163;MPV 619/2013;25/09/2013
580163;MPV 619/2013;25/09/2013
580163;MPV 619/2013;25/09/2013
580703;REQ 7956/2013;19/06/2013
580951;MPV 620/2013;10/09/2013
581164;REQ 8/2013 PL719702;10/07/2013
581440;REQ 8/2013 GTTERRAS;10/07/2013
581700;PLP 288/2013;26/06/2013
581700;PLP 288/2013;26/06/2013
581700;PLP 288/2013;26/06/2013
582292;REP 20/2013;28/08/2013
582605;REQ 8091/2013 => PL 5844/2013;02/07/2013
582791;PRC 203/2013;26/09/2013
583481;REQ 8144/2013 => PL 7495/2006;23/10/2013
584020;MPV 621/2013;08/10/2013
584020;MPV 621/2013;08/10/2013
584020;MPV 621/2013;08/10/2013
584020;MPV 621/2013;08/10/2013
584020;MPV 621/2013;09/10/2013
584020;MPV 621/2013;09/10/2013
584020;MPV 621/2013;09/10/2013
584020;MPV 621/2013;09/10/2013
584279;REQ 8196/2013;09/07/2013
584760;PDC 1055/2013 => MSC 668/2009;05/12/2013
585797;REQ 8/2013 PL003711 => PL 37/2011;10/07/2013
586411;PL 6053/2013;01/10/2013
587855;REQ 8/2013 PL346004;10/07/2013
590058;MPV 625/2013;11/12/2013
592935;PL 6397/2013;01/10/2013
592935;PL 6397/2013;02/10/2013
592935;PL 6397/2013;15/10/2013
592935;PL 6397/2013;16/10/2013
592935;PL 6397/2013;16/10/2013
592935;PL 6397/2013;16/10/2013
592935;PL 6397/2013;22/10/2013
592935;PL 6397/2013;22/10/2013
593650;REQ 8696/2013 => PL 6397/2013;01/10/2013
595197;REQ 8/2013 PEC09011 => PEC 90/2011;10/07/2013
595564;REQ 8/2013 PEC19712 => PEC 197/2012;10/07/2013
597041;REQ 8/2013 PL501313 => PL 5013/2013;10/07/2013
597682;REQ 8/2013 CPITRAB;10/07/2013
599142;PDC 1361/2013;06/11/2013
599142;PDC 1361/2013;27/11/2013
599236;PEC 346/2013;05/11/2013
599236;PEC 346/2013;05/11/2013
599380;REQ 8970/2013 => PDC 1361/2013;06/11/2013
601354;REQ 8/2013 CMO => PLN 9/2013 CN;10/07/2013
602477;REQ 8/2013 PL520113 => PL 6753/2013;10/07/2013
604604;REQ 9261/2013 => PRC 228/2013;17/12/2013
19319;PL 3232/1992;10/06/2014
43617;PLP 275/2001;22/04/2014
44196;PLP 276/2002;23/04/2014
302638;PL 6025/2005;04/02/2014
302638;PL 6025/2005;11/02/2014
304008;PEC 471/2005;06/05/2014
325847;PLP 362/2006;22/04/2014
325847;PLP 362/2006;22/04/2014
325847;PLP 362/2006;22/04/2014
490116;PL 8035/2010;03/06/2014
525239;PEC 103/2011;19/03/2014
525239;PEC 103/2011;04/06/2014
527704;PEC 111/2011;23/04/2014
543107;PRC 132/2012;13/02/2014
551712;PEC 197/2012;11/11/2014
551712;PEC 197/2012;11/11/2014
551712;PEC 197/2012;17/12/2014
552295;PL 4246/2012;29/04/2014
559036;PLP 221/2012;07/05/2014
559036;PLP 221/2012;13/05/2014
559036;PLP 221/2012;13/05/2014
559036;PLP 221/2012;13/05/2014
559036;PLP 221/2012;03/06/2014
559036;PLP 221/2012;03/06/2014
559036;PLP 221/2012;03/06/2014
559036;PLP 221/2012;03/06/2014
559036;PLP 221/2012;03/06/2014
559036;PLP 221/2012;03/06/2014
564547;REP 17/2012;23/04/2014
567197;PEC 247/2013;19/02/2014
567197;PEC 247/2013;12/03/2014
583317;REQ 8130/2013 => PL 4471/2012;09/04/2014
586251;PEC 290/2013;25/03/2014
586251;PEC 290/2013;23/04/2014
586949;REQ 8339/2013 => PL 5943/2013;22/04/2014
587916;PEC 293/2013;05/02/2014
587916;PEC 293/2013;05/02/2014
590335;REP 22/2013;12/02/2014
597414;PLN 36/2013 CN;03/12/2014
597748;REQ 8880/2013 => PLP 276/2002;22/04/2014
600255;PL 6738/2013;26/03/2014
600363;MPV 627/2013;01/04/2014
600363;MPV 627/2013;01/04/2014
600363;MPV 627/2013;02/04/2014
600363;MPV 627/2013;02/04/2014
600363;MPV 627/2013;02/04/2014
601914;PL 6809/2013;26/03/2014
602633;PEC 358/2013;06/05/2014
602633;PEC 358/2013;16/12/2014
602633;PEC 358/2013;16/12/2014
602714;MPV 628/2013;07/04/2014
602714;MPV 628/2013;08/04/2014
602714;MPV 628/2013;08/04/2014
605324;MPV 630/2013;09/04/2014
605324;MPV 630/2013;09/04/2014
605327;MPV 632/2013;20/05/2014
605330;MPV 633/2013;21/05/2014
605330;MPV 633/2013;21/05/2014
605333;MPV 635/2013;20/05/2014
605986;REQ 9459/2014 => PDC 1263/2013;11/02/2014
606381;REQ 9534/2014;25/02/2014
606381;REQ 9534/2014;11/03/2014
606381;REQ 9534/2014;11/03/2014
606547;REQ 9556/2014 => PRC 237/2014;19/02/2014
609196;MPV 639/2014;27/05/2014
609198;MPV 640/2014;27/05/2014
611593;REP 25/2014;10/12/2014
613950;PDC 1472/2014;15/07/2014
615815;PLP 397/2014;04/06/2014
615815;PLP 397/2014;04/06/2014
617737;PDC 1491/2014;05/08/2014
617737;PDC 1491/2014;28/10/2014
617737;PDC 1491/2014;28/10/2014
617857;REQ 10361/2014 => PDC 1491/2014;15/07/2014
619150;PL 7735/2014;17/12/2014
619236;MPV 650/2014;07/10/2014
620901;MPV 652/2014;12/11/2014
621806;PEC 426/2014;04/11/2014
621806;PEC 426/2014;26/11/2014
622854;MPV 656/2014;17/12/2014
623330;MPV 657/2014;04/11/2014
623649;PLN 31/2014 CN;03/12/2014
623649;PLN 31/2014 CN;03/12/2014
744763;PLN 36/2014 CN;04/12/2014
744763;PLN 36/2014 CN;04/12/2014
744763;PLN 36/2014 CN;04/12/2014
744763;PLN 36/2014 CN;04/12/2014
744763;PLN 36/2014 CN;09/12/2014
786713;PEC 434/2014;10/12/2014
786713;PEC 434/2014;16/12/2014
808884;PDC 1612/2014;09/12/2014
858585;REQ 10929/2014 => PRC 266/2014;16/12/2014
14493;PEC 171/1993;01/07/2015
14493;PEC 171/1993;01/07/2015
14493;PEC 171/1993;01/07/2015
14493;PEC 171/1993;01/07/2015
14493;PEC 171/1993;02/07/2015
14493;PEC 171/1993;19/08/2015
14493;PEC 171/1993;19/08/2015
18180;PL 2479/2000;20/08/2015
18216;PL 2505/2000;23/04/2015
148200;PEC 215/2003;20/10/2015
148200;PEC 215/2003;03/11/2015
267841;PL 4330/2004;08/04/2015
267841;PL 4330/2004;08/04/2015
267841;PL 4330/2004;14/04/2015
267841;PL 4330/2004;22/04/2015
267841;PL 4330/2004;22/04/2015
270277;PL 4474/2004;24/09/2015
298878;PEC 457/2005;04/03/2015
298878;PEC 457/2005;04/03/2015
298878;PEC 457/2005;04/03/2015
298878;PEC 457/2005;05/05/2015
298878;PEC 457/2005;05/05/2015
304008;PEC 471/2005;26/08/2015
305376;PEC 475/2005;05/05/2015
339287;PEC 590/2006;10/03/2015
339287;PEC 590/2006;24/03/2015
339407;PL 7699/2006;05/03/2015
344866;PLP 25/2007;01/09/2015
344866;PLP 25/2007;02/09/2015
344866;PLP 25/2007;02/09/2015
344866;PLP 25/2007;02/09/2015
348730;PL 789/2007;25/03/2015
351362;PL 1057/2007;26/08/2015
372066;PL 2211/2007;25/02/2015
373327;PEC 182/2007;26/05/2015
373327;PEC 182/2007;26/05/2015
373327;PEC 182/2007;26/05/2015
373327;PEC 182/2007;26/05/2015
373327;PEC 182/2007;27/05/2015
373327;PEC 182/2007;27/05/2015
373327;PEC 182/2007;27/05/2015
373327;PEC 182/2007;27/05/2015
373327;PEC 182/2007;28/05/2015
373327;PEC 182/2007;28/05/2015
373327;PEC 182/2007;28/05/2015
373327;PEC 182/2007;10/06/2015
373327;PEC 182/2007;10/06/2015
373327;PEC 182/2007;10/06/2015
373327;PEC 182/2007;10/06/2015
373327;PEC 182/2007;10/06/2015
373327;PEC 182/2007;11/06/2015
373327;PEC 182/2007;11/06/2015
373327;PEC 182/2007;11/06/2015
373327;PEC 182/2007;16/06/2015
373327;PEC 182/2007;16/06/2015
373327;PEC 182/2007;16/06/2015
373327;PEC 182/2007;16/06/2015
373327;PEC 182/2007;16/06/2015
373327;PEC 182/2007;16/06/2015
373327;PEC 182/2007;17/06/2015
373327;PEC 182/2007;17/06/2015
373327;PEC 182/2007;17/06/2015
373327;PEC 182/2007;07/07/2015
373327;PEC 182/2007;15/07/2015
373327;PEC 182/2007;15/07/2015
373327;PEC 182/2007;15/07/2015
373327;PEC 182/2007;15/07/2015
373327;PEC 182/2007;04/08/2015
373327;PEC 182/2007;12/08/2015
388449;PL 3131/2008;26/03/2015
412728;PL 4148/2008;25/03/2015
412728;PL 4148/2008;28/04/2015
463155;PEC 443/2009;04/08/2015
463155;PEC 443/2009;06/08/2015
463155;PEC 443/2009;06/08/2015
463155;PEC 443/2009;06/08/2015
463155;PEC 443/2009;11/08/2015
526536;PLP 106/2011;26/08/2015
537900;PL 3481/2012;31/03/2015
537900;PL 3481/2012;31/03/2015
542838;PL 3771/2012;10/03/2015
544681;PEC 172/2012;02/09/2015
544681;PEC 172/2012;02/09/2015
544681;PEC 172/2012;02/09/2015
544681;PEC 172/2012;22/09/2015
544681;PEC 172/2012;23/09/2015
544681;PEC 172/2012;23/09/2015
544724;PLP 177/2012;24/02/2015
551712;PEC 197/2012;03/02/2015
552295;PL 4246/2012;11/02/2015
553947;PEC 209/2012;30/09/2015
571550;REQ 7492/2013 => PL 4372/2012;03/03/2015
578047;PLP 278/2013;15/10/2015
580148;PL 5735/2013;14/07/2015
580148;PL 5735/2013;14/07/2015
580148;PL 5735/2013;14/07/2015
580148;PL 5735/2013;14/07/2015
580148;PL 5735/2013;14/07/2015
580148;PL 5735/2013;14/07/2015
580148;PL 5735/2013;09/09/2015
580148;PL 5735/2013;09/09/2015
580148;PL 5735/2013;09/09/2015
580148;PL 5735/2013;09/09/2015
585608;PLP 302/2013;12/03/2015
585608;PLP 302/2013;12/03/2015
585608;PLP 302/2013;17/03/2015
585608;PLP 302/2013;17/03/2015
585608;PLP 302/2013;17/03/2015
585608;PLP 302/2013;17/03/2015
585608;PLP 302/2013;17/03/2015
585608;PLP 302/2013;17/03/2015
590796;REQ 8530/2013 => PL 4330/2004;07/04/2015
591830;PDC 1287/2013;19/03/2015
593856;PL 6446/2013;20/10/2015
593856;PL 6446/2013;20/10/2015
593856;PL 6446/2013;20/10/2015
600023;PEC 352/2013;03/02/2015
602599;PDC 1410/2013;05/02/2015
602633;PEC 358/2013;10/02/2015
602633;PEC 358/2013;10/02/2015
603566;PLP 366/2013;10/09/2015
603566;PLP 366/2013;16/09/2015
603566;PLP 366/2013;16/09/2015
603566;PLP 366/2013;16/09/2015
603566;PLP 366/2013;16/09/2015
611193;REQ 9909/2014 => PL 5201/2013;26/02/2015
611966;PEC 395/2014;21/10/2015
613662;PL 7469/2014;17/03/2015
613662;PL 7469/2014;18/03/2015
619150;PL 7735/2014;10/02/2015
619150;PL 7735/2014;27/04/2015
619150;PL 7735/2014;27/04/2015
